samples,acc,prec,rec,fpr,hashf
70270,0.721,0.9485420240137221,0.6895261845386533,0.15151515151515152,3.0
71270,0.817,0.9360795454545454,0.8268506900878294,0.22167487684729065,3.0
72270,0.824,0.808641975308642,0.9689349112426036,0.4783950617283951,3.0
73270,0.795,0.7868663594470046,0.9715504978662873,0.622895622895623,3.0
74270,0.793,0.85,0.8462664714494875,0.3217665615141956,3.0
75270,0.872,0.8980645161290323,0.934228187919463,0.30980392156862746,3.0
76270,0.837,0.886736214605067,0.8724340175953079,0.2389937106918239,3.0
77270,0.774,0.8371681415929203,0.7792421746293245,0.2340966921119593,3.0
78270,0.809,0.8861154446177847,0.8279883381924198,0.23248407643312102,3.0
79270,0.836,0.8432343234323433,0.8810344827586207,0.2261904761904762,3.0
80270,0.789,0.743988684582744,0.9460431654676259,0.40765765765765766,3.0
81270,0.765,0.8925373134328358,0.6004016064257028,0.07171314741035857,3.0
82270,0.806,0.7808,0.8954128440366973,0.3010989010989011,3.0
83270,0.815,0.7338403041825095,0.8955916473317865,0.2460456942003515,3.0
84270,0.816,0.8482758620689655,0.757700205338809,0.1286549707602339,3.0
85270,0.847,0.8029556650246306,0.8170426065162907,0.13311148086522462,3.0
86270,0.829,0.7868020304568528,0.7808564231738035,0.13930348258706468,3.0
87270,0.793,0.5308641975308642,0.39631336405529954,0.0970625798212005,3.0
88270,0.89,0.08571428571428572,0.11538461538461539,0.06751054852320675,3.0
89270,0.877,0.6470588235294118,0.3076923076923077,0.028004667444574097,3.0
90270,0.839,0.4520547945205479,0.4489795918367347,0.09378663540445487,3.0
91270,0.812,0.5254237288135594,0.16230366492146597,0.034610630407911,3.0
92270,0.853,0.4742268041237113,0.323943661971831,0.05944055944055944,3.0
